;text;label
61;you'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear .;1
62;the band's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) .;1
63;although german cooking does not come readily to mind when considering the world's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .;1
64;a beguiling splash of pastel colors and prankish comedy from disney .;1
65;as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .;1
66;[lawrence bounces] all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place .;1
67;the film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people .;1
68;what's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .;1
69;a romantic comedy that operates by the rules of its own self-contained universe .;1
70;whether you like rap music or loathe it , you can't deny either the tragic loss of two young men in the prime of their talent or the power of this movie .;1
71;. . . an otherwise intense , twist-and-turn thriller that certainly shouldn't hurt talented young gaghan's resume .;1
72;it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .;1
73;charming and funny ( but ultimately silly ) movie .;1
74;there's . . . tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .;1
75;"it moves quickly , adroitly , and without fuss ; it doesn't give you time to reflect on the inanity -- and the cold war datedness -- of its premise .";1
76;a deep and meaningful film .;1
77;the film's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip .;1
78;it's a remarkably solid and subtly satirical tour de force .;1
79;enormously entertaining for moviegoers of any age .;1
80;4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .;1
81;a poignant , artfully crafted meditation on mortality .;1
82;a rarity among recent iranian films : it's a comedy full of gentle humor that chides the absurdity of its protagonist's plight .;1
83;not only is undercover brother as funny , if not more so , than both austin powers films , but it's also one of the smarter , savvier spoofs to come along in some time .;1
84;in a way , the film feels like a breath of fresh air , but only to those that allow it in .;1
85;woody allen's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .;1
86;it's a stunning lyrical work of considerable force and truth .;1
87;the inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power , as if they were tales that had been handed down since the beginning of time .;1
88;[næs] directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage .;1
89;made me unintentionally famous  as the queasy-stomached critic who staggered from the theater and blacked out in the lobby . but believe it or not , it's one of the most beautiful , evocative works i've seen .;1
90;a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors .;1
91;the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm;1
92;like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well .;1
93;[t]his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .;1
94;here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . but taken as a stylish and energetic one-shot , the queen of the damned cannot be said to suck .;1
95;you won't like roger , but you will quickly recognize him . and that's a big part of why we go to the movies .;1
96;while the stoically delivered hokum of hart's war is never fun , it's still a worthy addition to the growing canon of post-saving private ryan tributes to the greatest generation .;1
97;we know the plot's a little crazy , but it held my interest from start to finish .;1
98;a sober and affecting chronicle of the leveling effect of loss .;1
99;a fast , funny , highly enjoyable movie .;1
100;a celebration of quirkiness , eccentricity , and certain individuals' tendency to let it all hang out , and damn the consequences .;1
101;writer/director joe carnahan's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .;1
102;it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .;1
103;a smart , witty follow-up .;1
104;while the ideas about techno-saturation are far from novel , they're presented with a wry dark humor .;1
105;an infectious cultural fable with a tasty balance of family drama and frenetic comedy .;1
106;although occasionally static to the point of resembling a stage play , the film delivers a solid mixture of sweetness and laughs .;1
107;it provides an honest look at a community striving to anchor itself in new grounds .;1
108;add yet another hat to a talented head , clooney's a good director .;1
109;building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise .;1
110;ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .;1
111;chilling , well-acted , and finely directed : david jacobson's dahmer .;1
112;a swashbuckling tale of love , betrayal , revenge and above all , faith .;1
113;what really surprises about wisegirls is its low-key quality and genuine tenderness .;1
114;a feel-good picture in the best sense of the term .;1
115;. . . a true delight .;1
116;without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .;1
117;it's a coming-of-age story we've all seen bits of in other films -- but it's rarely been told with such affecting grace and cultural specificity .;1
118;a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .;1
119;makes even the claustrophobic on-board quarters seem fun .;1
120;this is as respectful a film as byatt fans could hope for , though lovers of the book may wonder why it's necessary .;1
121;one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece .;1
122;not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics .;1
123;for the most part stevens glides through on some solid performances and witty dialogue .;1
124;broomfield turns his distinctive 'blundering' style into something that could really help clear up the case .;1
125;edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .;1
126;against all odds in heaven and hell , it creeped me out just fine .;1
127;it's refreshing to see a girl-power movie that doesn't feel it has to prove anything .;1
128;it's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .;1
129;a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .;1
130;this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . a rewarding work of art for only the most patient and challenge-hungry moviegoers .;1
131;a quiet treasure -- a film to be savored .;1
132;may be far from the best of the series , but it's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .;1
133;a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .;1
134;huston nails both the glad-handing and the choking sense of hollow despair .;1
135;may not have generated many sparks , but with his affection for astoria and its people he has given his tale a warm glow .;1
136;a mostly intelligent , engrossing and psychologically resonant suspenser .;1
137;a delirious celebration of the female orgasm .;1
138;exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling .;1
139;it's fascinating to see how bettany and mcdowell play off each other .;1
140;the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan's madness .;1
141;leigh's film is full of memorable performances from top to bottom .;1
142;one of the most significant moviegoing pleasures of the year .;1
143;jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .;1
144;generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes .;1
145;the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in hollywood's hastier productions .;1
146;ao sair do cinema , eu estava feliz e com saudades de um tempo em que , para mim , a existência de papai noel era um fato inquestionável .;1
147;it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .;1
148;neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula .;1
149;it's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip .;1
150;not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j . k . rowling's books .;1
151;jaglom . . . put[s] the audience in the privileged position of eavesdropping on his characters;1
152;beautifully observed , miraculously unsentimental comedy-drama .;1
153;a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .;1
154;crackerjack entertainment -- nonstop romance , music , suspense and action .;1
155;the acting , costumes , music , cinematography and sound are all astounding given the production's austere locales .;1
156;garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you'll want things to work out .;1
157;far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .;1
158;hip-hop has a history , and it's a metaphor for this love story .;1
159;the very definition of the 'small' movie , but it is a good stepping stone for director sprecher .;1
160;a gripping , searing portrait of a lost soul trying to find her way through life .;1
161;suffers from the lack of a compelling or comprehensible narrative . still , as a visual treat , the film is almost unsurpassed .;1
162;so unassuming and pure of heart , you can't help but warmly extend your arms and yell 'safe ! ';1
163;an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution .;1
164;so refreshingly incisive is grant that for the first time he'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .;1
165;at a time when half the so-called real movies are little more than live-action cartoons , it's refreshing to see a cartoon that knows what it is , and knows the form's history .;1
166;the magic of the film lies not in the mysterious spring but in the richness of its performances .;1
167;hoffman notches in the nuances of pain , but his smart , edgy voice and waddling profile ( emphasized here ) accent the humor of wilson's plight , and that saves his pathos from drippiness .;1
168;what better message than 'love thyself' could young women of any size receive ?;1
169;in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .;1
170;the second coming of harry potter is a film far superior to its predecessor . a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .;1
171;84 minutes of rolling musical back beat and supercharged cartoon warfare . it's also , clearly , great fun .;1
172;. . . takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport;1
173;seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .;1
174;a warm but realistic meditation on friendship , family and affection .;1
175;byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama .;1
176;turns potentially forgettable formula into something strangely diverting .;1
177;bogdanovich tantalizes by offering a peep show into the lives of the era's creme de la celluloid .;1
178;people cinema at its finest .;1
179;the performances take the movie to a higher level .;1
180;this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .;1
181;what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure .;1
182;. . . a spoof comedy that carries its share of laughs  sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .;1
183;manages to transcend the sex , drugs and show-tunes plot into something far richer .;1
184;dense with characters and contains some thrilling moments .;1
185;a true pleasure .;1
186;lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class .;1
187;reign of fire looks as if it was made without much thought -- and is best watched that way .;1
188;altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece .;1
189;we root for [clara and paul] , even like them , though perhaps it's an emotion closer to pity .;1
190;the best film about baseball to hit theaters since field of dreams .;1
191;between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .;1
192;instead of a hyperbolic beat-charged urban western , it's an unpretentious , sociologically pointed slice of life .;1
193;the film tunes into a grief that could lead a man across centuries .;1
194;if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .;1
195;[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .;1
196;"as a tolerable diversion , the film suffices ; a triumph , however , it is not .";1
197;if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .;1
198;if your taste runs to 'difficult' films you absolutely can't miss it .;1
199;[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year .;1
200;. . . a story we haven't seen on the big screen before , and it's a story that we as americans , and human beings , should know .;1
201;like leon , it's frustrating and still oddly likable .;1
202;a gentle , compassionate drama about grief and healing .;1
203;all in all , the count of monte cristo is okay , but it is surely no classic , like the novel upon which it is based .;1
204;if you can stomach the rough content , it's worth checking out for the performances alone .;1
205;looking aristocratic , luminous yet careworn in jane hamilton's exemplary costumes , rampling gives a performance that could not be improved upon .;1
206;' . . . mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ';1
207;on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion .;1
208;fun , flip and terribly hip bit of cinematic entertainment .;1
209;montias . . . pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .;1
210;falls neatly into the category of good stupid fun .;1
211;the film's performances are thrilling .;1
212;even in its most tedious scenes , russian ark is mesmerizing .;1
213;somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .;1
214;the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .;1
215;reggio's continual visual barrage is absorbing as well as thought-provoking .;1
216;unfortunately , it appears that [jackie] chan's us influence is starting to show in his hong kong films .;1
217;it all adds up to good fun .;1
218;a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .;1
219;the wanton slipperiness of * corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .;1
220;a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal .;1
221;sade is an engaging look at the controversial eponymous and fiercely atheistic hero .;1
222;a quiet , pure , elliptical film;1
223;kinnear doesn't aim for our sympathy , but rather delivers a performance of striking skill and depth .;1
224;( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind .;1
225;digital-video documentary about stand-up comedians is a great glimpse into a very different world .;1
226;"the subtle strength of "" elling "" is that it never loses touch with the reality of the grim situation .";1
227;a study in shades of gray , offering itself up in subtle plot maneuvers . . .;1
228;the format gets used best . . . to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups .;1
229;has a lot of the virtues of eastwood at his best .;1
230;chilling but uncommercial look into the mind of jeffrey dahmer , serial killer .;1
231;though it's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class .;1
232;it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .;1
233;a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it's approached with imagination and flair .;1
234;thanks to scott's charismatic roger and eisenberg's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .;1
235;nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head .;1
236;unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .;1
237;"it's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this "" two weddings and a funeral "" fun .";1
238;will amuse and provoke adventurous adults in specialty venues .;1
239;you don't have to know about music to appreciate the film's easygoing blend of comedy and romance .;1
240;third time's the charm . . . yeah , baby !;1
241;a film about a young man finding god that is accessible and touching to the marrow .;1
242;for the first time in years , de niro digs deep emotionally , perhaps because he's been stirred by the powerful work of his co-stars .;1
243;the film's snags and stumblings are more than compensated for by its wryly subversive tone .;1
244;inside the film's conflict-powered plot there is a decent moral trying to get out , but it's not that , it's the tension that keeps you in your seat . affleck and jackson are good sparring partners .;1
245;the old-world- meets-new mesh is incarnated in the movie's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater .;1
246;an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .;1
247;an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .;1
248;having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all .;1
249;a subtle and well-crafted ( for the most part ) chiller .;1
250;warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality .;1
251;although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women .;1
252;the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence .;1
253;a delectable and intriguing thriller filled with surprises , read my lips is an original . this is a story of two misfits who don't stand a chance alone , but together they are magnificent .;1
254;highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up .;1
255;one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .;1
256;maud and roland's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy .;1
257;pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical .;1
258;""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .";1
259;rare birds has more than enough charm to make it memorable .;1
260;manages to be sweet and wickedly satisfying at the same time .;1
261;this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it can't get any more gay , in pops nathan lane .;1
262;no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand .;1
263;the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .;1
264;old-form moviemaking at its best .;1
265;ahhhh . . . revenge is sweet !;1
266;yakusho and shimizu . . . create engaging characterizations in imamura's lively and enjoyable cultural mix .;1
267;you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .;1
268;ruzowitzky has taken this mothball-y stuff and made a rather sturdy , old-fashioned entertainment out of it .;1
269;you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .;1
270;in spite of good housekeeping's unsavory characters and wwf mentality , this white trash war of the roses is a surprisingly engaging film .;1
271;collateral damage finally delivers the goods for schwarzenegger fans .;1
272;there has always been something likable about the marquis de sade .;1
273;as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .;1
274;for the most part , director anne-sophie birot's first feature is a sensitive , extraordinarily well-acted drama .;1
275;by the time we learn that andrew's turnabout is fair play is every bit as awful as borchardt's coven , we can enjoy it anyway .;1
276;this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms .;1
277;a tender , heartfelt family drama .;1
278;a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear .;1
279;for the most part , it's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions .;1
280;"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .";1
281;it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker's motherland .;1
282;[chaiken's] talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .;1
283;in all , this is a watchable movie that's not quite the memorable experience it might have been .;1
284;huppert's superbly controlled display of murderous vulnerability ensures that malice has a very human face .;1
285;my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium , they would have been doing something wrong .;1
286;one of the more intelligent children's movies to hit theaters this year .;1
287;"remember the kind of movie we were hoping "" ecks vs . sever "" or "" xxx "" was going to be ? this is it .";1
288;not for the prurient or squeamish , it's a daring if overlong examination of an idolized culture , self-loathing and sexual politics .;1
289;a cartoon that's truly cinematic in scope , and a story that's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .;1
290;the film's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties .;1
291;it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .;1
292;travels a fascinating arc from hope and euphoria to reality and disillusionment .;1
293;polished , well-structured film .;1
294;there's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a . i . with this challenging report so liable to unnerve the majority .;1
295;for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it's an eye-opener .;1
296;it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel .;1
297;it's a bit disappointing that it only manages to be decent instead of dead brilliant .;1
298;apesar de seus graves problemas , o filme consegue entreter .;1
299;an operatic , sprawling picture that's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .;1
300;the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past .;1
301;it inspires a continuing and deeply satisfying awareness of the best movies as monumental 'picture shows . ';1
302;run , don't walk , to see this barbed and bracing comedy on the big screen .;1
303;awesome creatures , breathtaking scenery , and epic battle scenes add up to another 'spectacular spectacle . ';1
304;by candidly detailing the politics involved in the creation of an extraordinary piece of music , [jones] calls our attention to the inherent conflict between commerce and creativity .;1
305;it's unnerving to see recoing's bizzarre reaction to his unemployment . good film , but very glum .;1
306;much as we might be interested in gratuitous sexualization , haneke has a different objective in mind--namely the implications of our craving for fake stimulation .;1
307;"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . it haunts , horrifies , startles and fascinates ; it is impossible to look away . ah yes , and then there's the music . . .";1
308;it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .;1
309;although jackson is doubtless reserving the darkest hours for the return of the king , we long for a greater sense of urgency in the here and now of the two towers .;1
310;it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters .;1
311;bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves .;1
312;it will not appeal to the impatient , but those who like long books and movies will admire the way it accumulates power and depth .;1
313;a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .;1
314;this flick is about as cool and crowd-pleasing as a documentary can get .;1
315;""" the ring "" is pretty much an english-language copy of the film that inspired it , and it carries the same strengths and flaws .";1
316;the wild thornberrys movie is a jolly surprise .;1
317;griffiths proves she's that rare luminary who continually raises the standard of her profession .;1
318;prancing his way through the tailor-made part of a male hooker approaching the end of his vitality , jagger obviously relishes every self-mocking moment .;1
319;sexy and romantic .;1
320;offers much to enjoy . . . and a lot to mull over in terms of love , loyalty and the nature of staying friends .;1
321;an important movie , a reminder of the power of film to move us and to make us examine our values .;1
322;is this love or is it masochism ? binoche makes it interesting trying to find out .;1
323;a pleasant , if forgettable , romp of a film .;1
324;it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .;1
325;the mesmerizing performances of the leads keep the film grounded and keep the audience riveted .;1
326;worth watching for dong jie's performance -- and for the way it documents a culture in the throes of rapid change .;1
327;two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated .;1
328;it's one heck of a character study -- not of hearst or davies but of the unique relationship between them .;1
329;candid camera on methamphetamines .;1
330;"a subject like this should inspire reaction in its audience ; the pianist does not .";1
331;equilibrium is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 .;1
332;creepy , authentic and dark . this disturbing bio-pic is hard to forget .;1
333;martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid .;1
